,Date,User,Tweet,hashtag,text,Segmented#
301,2023-02-20 15:08:42+00:00,narendramodi,India has always believed in being self sufficient and selfless. https://t.co/3KyRQlcYHP,[],"['india', 'ha', 'always', 'believed', 'self', 'sufficient', 'selfless']",
302,2023-02-20 15:07:53+00:00,narendramodi,Glimpses from the interaction with the human assistance and disaster relief personnel who were a part of 'Operation Dost.' https://t.co/xk5KUeRpG3,[],"['glimpse', 'interaction', 'human', 'assistance', 'disaster', 'relief', 'personnel', 'part', 'operation', 'dost']",
303,2023-02-20 14:38:55+00:00,narendramodi,"Saddened by the passing away of Shri OP Kohli Ji. He played a key role in strengthening our Party in Delhi. As MP and Governor, he focused on issues of public welfare. He was also passionate about the education sector. My thoughts are with his family. Om Shanti. https://t.co/s6OO0mrkGZ",[],"['saddened', 'passing', 'away', 'shri', 'op', 'kohli', 'ji', 'played', 'key', 'role', 'strengthening', 'party', 'delhi', 'mp', 'governor', 'focused', 'issue', 'public', 'welfare', 'wa', 'also', 'passionate', 'education', 'sector', 'thought', 'family', 'om', 'shanti']",
304,2023-02-20 14:36:44+00:00,narendramodi,Wonderful to interact with US Congressional delegation led by Senate Majority Leader @SenSchumer. Appreciate the strong bipartisan support from the US Congress for deepening India-US ties anchored in shared democratic values and strong people-to-people ties. https://t.co/Xy3vL6JeyF,[],"['wonderful', 'interact', 'u', 'congressional', 'delegation', 'led', 'senate', 'majority', 'leader', 'appreciate', 'strong', 'bipartisan', 'support', 'u', 'congress', 'deepening', 'indiaus', 'tie', 'anchored', 'shared', 'democratic', 'value', 'strong', 'peopletopeople', 'tie']",
305,2023-02-20 13:28:38+00:00,narendramodi,Interacting with personnel involved in #OperationDost in Türkiye and Syria. Their efforts in disaster response and relief measures have been commendable. https://t.co/D80SShsFn3,['OperationDost'],"['interacting', 'personnel', 'involved', 'trkiye', 'syria', 'effort', 'disaster', 'response', 'relief', 'measure', 'commendable']",operation dost
306,2023-02-20 05:46:25+00:00,narendramodi,Addressing the Uttarakhand Rozgar Mela. Best wishes to the newly inducted appointees. https://t.co/jcSQhCVAsY,[],"['addressing', 'uttarakhand', 'rozgar', 'mela', 'best', 'wish', 'newly', 'inducted', 'appointee']",
307,2023-02-20 03:22:35+00:00,narendramodi,"Statehood Day wishes to the people of Arunachal Pradesh, a state synonymous with dynamism and patriotism. The people from the state have contributed to India’s progress in many sectors. I pray that Arunachal Pradesh keeps scaling new heights of progress in the coming years.",[],"['statehood', 'day', 'wish', 'people', 'arunachal', 'pradesh', 'state', 'synonymous', 'dynamism', 'patriotism', 'people', 'state', 'contributed', 'india', 'progress', 'many', 'sector', 'pray', 'arunachal', 'pradesh', 'keep', 'scaling', 'new', 'height', 'progress', 'coming', 'year']",
308,2023-02-20 03:21:48+00:00,narendramodi,"Best wishes to the people of Mizoram on their Statehood Day. Mizoram is known for its natural beauty, hardworking people and the outstanding Mizo culture. May the aspirations of the people of Mizoram continue being fulfilled in the coming times.",[],"['best', 'wish', 'people', 'mizoram', 'statehood', 'day', 'mizoram', 'known', 'natural', 'beauty', 'hardworking', 'people', 'outstanding', 'mizo', 'culture', 'may', 'aspiration', 'people', 'mizoram', 'continue', 'fulfilled', 'coming', 'time']",
309,2023-02-19 03:30:03+00:00,narendramodi,India’s wildlife diversity receives a boost with this development. 🐆,[],"['india', 'wildlife', 'diversity', 'receives', 'boost', 'development']",
310,2023-02-19 03:28:29+00:00,narendramodi,बहुत खूब! आपका यह प्रयास हर किसी को प्रेरित करेगा।,[],[],
311,2023-02-19 03:28:10+00:00,narendramodi,"लद्दाख के लोगों का जीवन आसान बने, इसके लिए हम कोई कोर-कसर नहीं छोड़ने वाले हैं।",[],[],
312,2023-02-19 03:27:46+00:00,narendramodi,CEPA with UAE has given a boost to Indian entrepreneurs and has also deepened our ties with UAE.,[],"['cepa', 'uae', 'ha', 'given', 'boost', 'indian', 'entrepreneur', 'ha', 'also', 'deepened', 'tie', 'uae']",
313,2023-02-19 03:24:54+00:00,narendramodi,I pay homage to Chhatrapati Shivaji Maharaj on his Jayanti. His courage and emphasis on good governance inspires us. https://t.co/hS5rmGrD7X,[],"['pay', 'homage', 'chhatrapati', 'shivaji', 'maharaj', 'jayanti', 'courage', 'emphasis', 'good', 'governance', 'inspires', 'u']",
314,2023-02-19 03:24:04+00:00,narendramodi,छत्रपती शिवाजी महाराज यांच्या जयंतीनिमित्त मी त्यांना अभिवादन करतो. त्यांचे शौर्य आणि सुशासनावरील भर आपल्यासाठी प्रेरणादायी आहे. https://t.co/OiusARwSfx,[],[' '],
315,2023-02-18 16:27:37+00:00,narendramodi,महाशिवरात्रि के पावन-पुनीत अवसर पर शिवभक्ति में लीन काशी...जय बाबा विश्वनाथ! https://t.co/FsqcIOjOVN,[],[],
316,2023-02-18 16:25:33+00:00,narendramodi,Attended the Chintan Shivir organised by @DoPTGoI. Interacted with officers and highlighted ways to further improve synergy and efficiency in the department. https://t.co/OkHk68xNGq,[],"['attended', 'chintan', 'shivir', 'organised', 'interacted', 'officer', 'highlighted', 'way', 'improve', 'synergy', 'efficiency', 'department']",
